experiment,tank,date,taxon,individual,length_mm,name,correct_taxon,correct_stage,temp_treat,nutrient_treat,treatment,mean_temp,sd_temp,cv_temp
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,54,18.095,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,63,18.023,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,252,17.977,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,22,17.827,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,4,17.71,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,247,17.559,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,145,17.178,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,42,17.159,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,69,17.13,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,144,17.111,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,263,17.088,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,38,17.078,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,34,17.074,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-26T00:00:00Z,chironomidae,209,16.988,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,52,16.888,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,29,16.862,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,116,16.697,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,37,16.483,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,68,16.403,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,137,16.364,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,6,16.13,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,251,16.128,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,60,16.054,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,15,15.988,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,233,15.932,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,162,15.896,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,66,15.547,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,239,15.393,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,55,15.359,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,157,15.305,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,138,15.271,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,241,15.205,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,280,15.151,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,147,15.013,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,248,14.929,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,177,14.775,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,49,14.717,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-26T00:00:00Z,chironomidae,195,14.618,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-26T00:00:00Z,chironomidae,192,14.522,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-26T00:00:00Z,chironomidae,194,14.468,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,278,14.339,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,64,14.25,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,59,14.243,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,234,14.228,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,39,14.183,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,262,13.904,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,62,13.895,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,246,13.889,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,276,13.876,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,57,13.774,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,1,13.754,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,50,13.745,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,238,13.683,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-26T00:00:00Z,chironomidae,207,13.606,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,56,13.586,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,264,13.522,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,237,13.351,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,11,13.299,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,261,13.133,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,175,13.093,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,236,12.666,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,186,12.471,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,106,12.409,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,53,12.351,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae (pupae),123,12.328,aria,chironomidae,pupa,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,23,12.29,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,176,12.16,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,105,12.044,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,67,11.87,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,254,11.86,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,178,11.779,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,13,11.67,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,32,11.662,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,260,11.639,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,232,11.631,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,259,11.584,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,142,11.432,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,244,11.347,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,61,11.285,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,108,11.285,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,169,11.155,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,45,11.137,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,275,11.079,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,141,10.734,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,151,10.664,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,258,10.648,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-26T00:00:00Z,chironomidae,193,10.641,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,267,10.55,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,240,10.548,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,14,10.495,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,3,10.46,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,43,10.454,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae (pupae),107,10.445,aria,chironomidae,pupa,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,118,10.272,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,87,10.193,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,26,10.188,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,277,10.17,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,44,10.155,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,65,10.11,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-02-02T00:00:00Z,chironomidae,307,10.028,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,135,9.978,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,72,9.975,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,153,9.932,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,235,9.919,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,120,9.889,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,152,9.834,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-02-02T00:00:00Z,chironomidae,311,9.746,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,268,9.736,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-02-02T00:00:00Z,chironomidae,306,9.717,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,35,9.546,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,30,9.536,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,78,9.534,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,17,9.526,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,77,9.468,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,94,9.406,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-02-02T00:00:00Z,chironomidae,300,9.385,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,274,9.364,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,20,9.362,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,coleoptera,71,9.149,aria,coleoptera,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-31T00:00:00Z,chironomidae,269,9.119,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,19,8.979,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,111,8.948,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,121,8.845,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,75,8.773,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,58,8.752,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,124,8.705,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,167,8.642,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,125,8.628,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,136,8.554,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,114,8.53,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,132,8.42,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,104,8.411,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,109,8.384,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,12,8.376,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,80,8.366,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,156,8.351,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,86,8.332,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-26T00:00:00Z,chironomidae,199,8.308,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,168,8.282,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,27,8.265,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,28,8.247,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
NEON_meso_2022,2,2023-01-25T00:00:00Z,chironomidae,117,8.169,aria,chironomidae,larva,heated,ambient,heated_ambient,25.752380952380953,3.919842796401519,15.221283048156787
